Lambda,Alpha,Delta,PSI,Dose,Size,Number of Fractions,Gamma
0.07,0,0.08,0.82,16.9,1.3,12.999999999999998,0.0
0.07,0,0.08,0.82,18.2,1.4,13.0,0.0
0.07,0,0.08,0.82,19.5,1.5,13.0,0.0
0.07,0,0.08,0.82,20.8,1.6,13.0,0.0
0.07,0,0.08,0.82,22.1,1.7,13.000000000000002,0.0
0.07,0,0.08,0.82,23.4,1.8,12.999999999999998,0.0
0.07,0,0.08,0.82,24.7,1.9,13.0,0.0
0.07,0,0.08,0.82,26.0,2.0,13.0,0.0
0.07,0,0.08,0.82,27.3,2.1,13.0,0.0
0.07,0,0.08,0.82,28.6,2.2,13.0,0.0
0.07,0,0.08,0.82,29.9,2.3,13.0,0.0
0.07,0,0.08,0.82,31.2,2.4,13.0,0.0
0.07,0,0.08,0.82,32.5,2.5,13.0,0.0
0.07,0,0.08,0.82,33.8,2.6,12.999999999999998,0.0
0.07,0,0.08,0.82,35.1,2.7,13.0,0.0
0.07,0,0.08,0.82,36.4,2.8,13.0,0.0
0.07,0,0.08,0.82,37.7,2.9,13.000000000000002,0.0
0.07,0,0.08,0.82,39.0,3.0,13.0,0.0
0.07,0,0.08,0.82,40.3,3.1,12.999999999999998,0.0
0.07,0,0.08,0.82,41.6,3.2,13.0,0.0
0.07,0,0.08,0.82,42.9,3.3,13.0,0.0
0.07,0,0.08,0.82,44.2,3.4,13.000000000000002,0.0
0.07,0,0.08,0.82,45.5,3.5,13.0,0.0
0.07,0,0.08,0.82,46.8,3.6,12.999999999999998,0.0
0.07,0,0.08,0.82,48.1,3.7,13.0,0.0
0.07,0,0.08,0.82,49.4,3.8,13.0,0.0
0.07,0,0.08,0.82,50.7,3.9,13.000000000000002,0.0
0.07,0,0.08,0.82,52.0,4.0,13.0,0.0
0.07,0,0.08,0.82,53.3,4.1,13.0,0.0
0.07,0,0.08,0.82,54.6,4.2,13.0,0.0
0.07,0,0.08,0.82,55.9,4.3,13.0,0.0
0.07,0,0.08,0.82,57.2,4.4,13.0,0.0
0.07,0,0.08,0.82,58.5,4.5,13.0,0.0
0.07,0,0.08,0.82,59.8,4.6,13.0,0.0
0.07,0,0.08,0.82,61.1,4.7,13.0,0.0
0.07,0,0.08,0.82,62.4,4.8,13.0,0.0
0.07,0,0.08,0.82,63.7,4.9,13.0,0.0
0.07,0,0.08,0.82,65.0,5.0,13.0,0.0
0.07,0,0.08,0.82,66.3,5.1,13.0,0.0
0.07,0,0.08,0.82,67.6,5.2,12.999999999999998,0.0
0.07,0,0.08,0.82,68.9,5.3,13.000000000000002,0.0
0.07,0,0.08,0.82,70.2,5.4,13.0,0.0
0.07,0,0.08,0.82,71.5,5.5,13.0,0.0
0.07,0,0.08,0.82,72.8,5.6,13.0,0.0
0.07,0,0.08,0.82,74.1,5.7,12.999999999999998,0.0
0.07,0,0.08,0.82,75.4,5.8,13.000000000000002,0.0
0.07,0,0.08,0.82,76.7,5.9,13.0,0.0
0.07,0,0.08,0.82,78.0,6.0,13.0,0.0
0.07,0,0.08,0.82,79.3,6.1,13.0,0.0
0.07,0,0.08,0.82,80.6,6.2,12.999999999999998,0.0
0.07,0,0.08,0.82,81.9,6.3,13.000000000000002,0.0
0.07,0,0.08,0.82,83.2,6.4,13.0,0.0
0.07,0,0.08,0.82,84.5,6.5,13.0,0.0
0.07,0,0.08,0.82,85.8,6.6,13.0,0.0
0.07,0,0.08,0.82,87.1,6.7,12.999999999999998,0.0
0.07,0,0.08,0.82,88.4,6.8,13.000000000000002,0.0
0.07,0,0.08,0.82,89.7,6.9,13.0,0.0
0.07,0,0.08,0.82,91.0,7.0,13.0,0.0
0.07,0,0.08,0.82,92.3,7.1,13.0,0.0
0.07,0,0.08,0.82,93.6,7.2,12.999999999999998,0.0
0.07,0,0.08,0.82,94.9,7.3,13.000000000000002,0.0
0.07,0,0.08,0.82,96.2,7.4,13.0,0.0
0.07,0,0.08,0.82,97.5,7.5,13.0,0.0
0.07,0,0.08,0.82,98.8,7.6,13.0,0.0
0.07,0,0.08,0.82,100.1,7.7,12.999999999999998,0.0
0.07,0,0.08,0.82,101.4,7.8,13.000000000000002,0.0
0.07,0,0.08,0.82,102.7,7.9,13.0,0.0
0.07,0,0.08,0.82,104.0,8.0,13.0,0.0
0.07,0,0.08,0.82,105.3,8.1,13.0,0.0
0.07,0,0.08,0.82,106.6,8.2,13.0,0.0
0.07,0,0.08,0.82,107.9,8.3,13.0,0.0
0.07,0,0.08,0.82,109.2,8.4,13.0,0.0
0.07,0,0.08,0.82,110.5,8.5,13.0,0.0
0.07,0,0.08,0.82,111.8,8.6,13.0,0.0
0.07,0,0.08,0.82,113.1,8.7,13.0,0.0
0.07,0,0.08,0.82,114.4,8.8,13.0,0.0
0.07,0,0.08,0.82,115.7,8.9,13.0,0.0
0.07,0,0.08,0.82,117.0,9.0,13.0,0.0
0.07,0,0.08,0.82,118.3,9.1,13.0,0.0
0.07,0,0.08,0.82,119.6,9.2,13.0,0.0
0.07,0,0.08,0.84,1.3,0.1,13.0,0.0
0.07,0,0.08,0.84,2.6,0.2,13.0,0.0
0.07,0,0.08,0.84,3.9,0.3,13.0,0.0
0.07,0,0.08,0.84,5.2,0.4,13.0,0.0
0.07,0,0.08,0.84,6.5,0.5,13.0,0.0
0.07,0,0.08,0.84,7.8,0.6,13.0,0.0
0.07,0,0.08,0.84,9.1,0.7,13.0,0.0
0.07,0,0.08,0.84,10.4,0.8,13.0,0.0
0.07,0,0.08,0.84,11.7,0.9,12.999999999999998,0.0
0.07,0,0.08,0.84,13.0,1.0,13.0,0.0
0.07,0,0.08,0.84,14.3,1.1,13.0,0.0
0.07,0,0.08,0.84,15.6,1.2,13.0,0.0
0.07,0,0.08,0.84,16.9,1.3,12.999999999999998,0.0
0.07,0,0.08,0.84,18.2,1.4,13.0,0.0
0.07,0,0.08,0.84,19.5,1.5,13.0,0.0
0.07,0,0.08,0.84,20.8,1.6,13.0,0.0
0.07,0,0.08,0.84,22.1,1.7,13.000000000000002,0.0
0.07,0,0.08,0.84,23.4,1.8,12.999999999999998,0.0
0.07,0,0.08,0.84,24.7,1.9,13.0,0.0
0.07,0,0.08,0.84,26.0,2.0,13.0,0.0
0.07,0,0.08,0.84,27.3,2.1,13.0,0.0
0.07,0,0.08,0.84,28.6,2.2,13.0,0.0
0.07,0,0.08,0.84,29.9,2.3,13.0,0.0
0.07,0,0.08,0.84,31.2,2.4,13.0,0.0
0.07,0,0.08,0.84,32.5,2.5,13.0,0.0
0.07,0,0.08,0.84,33.8,2.6,12.999999999999998,0.0
0.07,0,0.08,0.84,35.1,2.7,13.0,0.0
0.07,0,0.08,0.84,36.4,2.8,13.0,0.0
0.07,0,0.08,0.84,37.7,2.9,13.000000000000002,0.0
0.07,0,0.08,0.84,39.0,3.0,13.0,0.0
0.07,0,0.08,0.84,40.3,3.1,12.999999999999998,0.0
0.07,0,0.08,0.84,41.6,3.2,13.0,0.0
0.07,0,0.08,0.84,42.9,3.3,13.0,0.0
0.07,0,0.08,0.84,44.2,3.4,13.000000000000002,0.0
0.07,0,0.08,0.84,45.5,3.5,13.0,0.0
0.07,0,0.08,0.84,46.8,3.6,12.999999999999998,0.0
0.07,0,0.08,0.84,48.1,3.7,13.0,0.0
0.07,0,0.08,0.84,49.4,3.8,13.0,0.0
0.07,0,0.08,0.84,50.7,3.9,13.000000000000002,0.0
0.07,0,0.08,0.84,52.0,4.0,13.0,0.0
0.07,0,0.08,0.84,53.3,4.1,13.0,0.0
0.07,0,0.08,0.84,54.6,4.2,13.0,0.0
0.07,0,0.08,0.84,55.9,4.3,13.0,0.0
0.07,0,0.08,0.84,57.2,4.4,13.0,0.0
0.07,0,0.08,0.84,58.5,4.5,13.0,0.0
0.07,0,0.08,0.84,59.8,4.6,13.0,0.0
0.07,0,0.08,0.84,61.1,4.7,13.0,0.0
0.07,0,0.08,0.84,62.4,4.8,13.0,0.0
0.07,0,0.08,0.84,63.7,4.9,13.0,0.0
0.07,0,0.08,0.84,65.0,5.0,13.0,0.0
0.07,0,0.08,0.84,66.3,5.1,13.0,0.0
0.07,0,0.08,0.84,67.6,5.2,12.999999999999998,0.0
0.07,0,0.08,0.84,68.9,5.3,13.000000000000002,0.0
0.07,0,0.08,0.84,70.2,5.4,13.0,0.0
0.07,0,0.08,0.84,71.5,5.5,13.0,0.0
0.07,0,0.08,0.84,72.8,5.6,13.0,0.0
0.07,0,0.08,0.84,74.1,5.7,12.999999999999998,0.0
0.07,0,0.08,0.84,75.4,5.8,13.000000000000002,0.0
0.07,0,0.08,0.84,76.7,5.9,13.0,0.0
0.07,0,0.08,0.84,78.0,6.0,13.0,0.0
0.07,0,0.08,0.84,79.3,6.1,13.0,0.0
0.07,0,0.08,0.84,80.6,6.2,12.999999999999998,0.0
0.07,0,0.08,0.84,81.9,6.3,13.000000000000002,0.0
0.07,0,0.08,0.84,83.2,6.4,13.0,0.0
0.07,0,0.08,0.84,84.5,6.5,13.0,0.0
0.07,0,0.08,0.84,85.8,6.6,13.0,0.0
0.07,0,0.08,0.84,87.1,6.7,12.999999999999998,0.0
0.07,0,0.08,0.84,88.4,6.8,13.000000000000002,0.0
0.07,0,0.08,0.84,89.7,6.9,13.0,0.0
0.07,0,0.08,0.84,91.0,7.0,13.0,0.0
0.07,0,0.08,0.84,92.3,7.1,13.0,0.0
0.07,0,0.08,0.84,93.6,7.2,12.999999999999998,0.0
0.07,0,0.08,0.84,94.9,7.3,13.000000000000002,0.0
0.07,0,0.08,0.84,96.2,7.4,13.0,0.0
0.07,0,0.08,0.84,97.5,7.5,13.0,0.0
0.07,0,0.08,0.84,98.8,7.6,13.0,0.0
0.07,0,0.08,0.84,100.1,7.7,12.999999999999998,0.0
0.07,0,0.08,0.84,101.4,7.8,13.000000000000002,0.0
0.07,0,0.08,0.84,102.7,7.9,13.0,0.0
0.07,0,0.08,0.84,104.0,8.0,13.0,0.0
0.07,0,0.08,0.84,105.3,8.1,13.0,0.0
0.07,0,0.08,0.84,106.6,8.2,13.0,0.0
0.07,0,0.08,0.84,107.9,8.3,13.0,0.0
0.07,0,0.08,0.84,109.2,8.4,13.0,0.0
0.07,0,0.08,0.84,110.5,8.5,13.0,0.0
0.07,0,0.08,0.84,111.8,8.6,13.0,0.0
0.07,0,0.08,0.84,113.1,8.7,13.0,0.0
0.07,0,0.08,0.84,114.4,8.8,13.0,0.0
0.07,0,0.08,0.84,115.7,8.9,13.0,0.0
0.07,0,0.08,0.84,117.0,9.0,13.0,0.0
0.07,0,0.08,0.84,118.3,9.1,13.0,0.0
0.07,0,0.08,0.84,119.6,9.2,13.0,0.0
0.07,0,0.08,0.86,1.2,0.1,11.999999999999998,0.0
0.07,0,0.08,0.86,2.4,0.2,11.999999999999998,0.0
0.07,0,0.08,0.86,3.6,0.3,12.0,0.0
0.07,0,0.08,0.86,4.8,0.4,11.999999999999998,0.0
0.07,0,0.08,0.86,6.0,0.5,12.0,0.0
0.07,0,0.08,0.86,7.2,0.6,12.0,0.0
0.07,0,0.08,0.86,8.4,0.7,12.000000000000002,0.0
0.07,0,0.08,0.86,9.6,0.8,11.999999999999998,0.0
0.07,0,0.08,0.86,10.8,0.9,12.0,0.0
0.07,0,0.08,0.86,12.0,1.0,12.0,0.0
0.07,0,0.08,0.86,13.2,1.1,11.999999999999998,0.0
0.07,0,0.08,0.86,14.4,1.2,12.0,0.0
0.07,0,0.08,0.86,15.6,1.3,12.0,0.0
0.07,0,0.08,0.86,16.8,1.4,12.000000000000002,0.0
0.07,0,0.08,0.86,18.0,1.5,12.0,0.0
0.07,0,0.08,0.86,19.2,1.6,11.999999999999998,0.0
0.07,0,0.08,0.86,20.4,1.7,12.0,0.0
0.07,0,0.08,0.86,21.6,1.8,12.0,0.0
0.07,0,0.08,0.86,22.8,1.9,12.000000000000002,0.0
0.07,0,0.08,0.86,24.0,2.0,12.0,0.0
0.07,0,0.08,0.86,25.2,2.1,12.0,0.0
0.07,0,0.08,0.86,26.4,2.2,11.999999999999998,0.0
0.07,0,0.08,0.86,27.6,2.3,12.000000000000002,0.0
0.07,0,0.08,0.86,28.8,2.4,12.0,0.0
0.07,0,0.08,0.86,30.0,2.5,12.0,0.0
0.07,0,0.08,0.86,31.2,2.6,12.0,0.0
0.07,0,0.08,0.86,32.4,2.7,11.999999999999998,0.0
0.07,0,0.08,0.86,33.6,2.8,12.000000000000002,0.0
0.07,0,0.08,0.86,34.8,2.9,12.0,0.0
0.07,0,0.08,0.86,36.0,3.0,12.0,0.0
0.07,0,0.08,0.86,37.2,3.1,12.0,0.0
0.07,0,0.08,0.86,38.4,3.2,11.999999999999998,0.0
0.07,0,0.08,0.86,39.6,3.3,12.000000000000002,0.0
0.07,0,0.08,0.86,40.8,3.4,12.0,0.0
0.07,0,0.08,0.86,42.0,3.5,12.0,0.0
0.07,0,0.08,0.86,43.2,3.6,12.0,0.0
0.07,0,0.08,0.86,44.4,3.7,11.999999999999998,0.0
0.07,0,0.08,0.86,45.6,3.8,12.000000000000002,0.0
0.07,0,0.08,0.86,46.8,3.9,12.0,0.0
0.07,0,0.08,0.86,48.0,4.0,12.0,0.0
0.07,0,0.08,0.86,49.2,4.1,12.000000000000002,0.0
0.07,0,0.08,0.86,50.4,4.2,12.0,0.0
0.07,0,0.08,0.86,51.6,4.3,12.0,0.0
0.07,0,0.08,0.86,52.8,4.4,11.999999999999998,0.0
0.07,0,0.08,0.86,54.0,4.5,12.0,0.0
0.07,0,0.08,0.86,55.2,4.6,12.000000000000002,0.0
0.07,0,0.08,0.86,56.4,4.7,12.0,0.0
0.07,0,0.08,0.86,57.6,4.8,12.0,0.0
0.07,0,0.08,0.86,58.8,4.9,11.999999999999998,0.0
0.07,0,0.08,0.86,60.0,5.0,12.0,0.0
0.07,0,0.08,0.86,61.2,5.1,12.000000000000002,0.0
0.07,0,0.08,0.86,62.4,5.2,12.0,0.0
0.07,0,0.08,0.86,63.6,5.3,12.0,0.0
0.07,0,0.08,0.86,64.8,5.4,11.999999999999998,0.0
0.07,0,0.08,0.86,66.0,5.5,12.0,0.0
0.07,0,0.08,0.86,67.2,5.6,12.000000000000002,0.0
0.07,0,0.08,0.86,68.4,5.7,12.0,0.0
0.07,0,0.08,0.86,69.6,5.8,12.0,0.0
0.07,0,0.08,0.86,70.8,5.9,11.999999999999998,0.0
0.07,0,0.08,0.86,72.0,6.0,12.0,0.0
0.07,0,0.08,0.86,73.2,6.1,12.000000000000002,0.0
0.07,0,0.08,0.86,74.4,6.2,12.0,0.0
0.07,0,0.08,0.86,75.6,6.3,12.0,0.0
0.07,0,0.08,0.86,76.8,6.4,11.999999999999998,0.0
0.07,0,0.08,0.86,78.0,6.5,12.0,0.0
0.07,0,0.08,0.86,79.2,6.6,12.000000000000002,0.0
0.07,0,0.08,0.86,80.4,6.7,12.0,0.0
0.07,0,0.08,0.86,81.6,6.8,12.0,0.0
0.07,0,0.08,0.86,82.8,6.9,11.999999999999998,0.0
0.07,0,0.08,0.86,84.0,7.0,12.0,0.0
0.07,0,0.08,0.86,85.2,7.1,12.000000000000002,0.0
0.07,0,0.08,0.86,86.4,7.2,12.0,0.0
0.07,0,0.08,0.86,87.6,7.3,12.0,0.0
0.07,0,0.08,0.86,88.8,7.4,11.999999999999998,0.0
0.07,0,0.08,0.86,90.0,7.5,12.0,0.0
0.07,0,0.08,0.86,91.2,7.6,12.000000000000002,0.0
0.07,0,0.08,0.86,92.4,7.7,12.0,0.0
0.07,0,0.08,0.86,93.6,7.8,12.0,0.0
0.07,0,0.08,0.86,94.8,7.9,11.999999999999998,0.0
0.07,0,0.08,0.86,96.0,8.0,12.0,0.0
0.07,0,0.08,0.86,97.2,8.1,12.0,0.0
0.07,0,0.08,0.86,98.4,8.2,12.000000000000002,0.0
0.07,0,0.08,0.86,99.6,8.3,11.999999999999998,0.0
0.07,0,0.08,0.86,100.8,8.4,12.0,0.0
0.07,0,0.08,0.86,102.0,8.5,12.0,0.0
0.07,0,0.08,0.86,103.2,8.6,12.0,0.0
0.07,0,0.08,0.86,104.4,8.7,12.000000000000002,0.0
0.07,0,0.08,0.86,105.6,8.8,11.999999999999998,0.0
0.07,0,0.08,0.86,106.8,8.9,12.0,0.0
0.07,0,0.08,0.86,108.0,9.0,12.0,0.0
0.07,0,0.08,0.86,109.2,9.1,12.0,0.0
0.07,0,0.08,0.86,110.4,9.2,12.000000000000002,0.0
0.07,0,0.08,0.86,111.6,9.3,11.999999999999998,0.0
0.07,0,0.08,0.86,112.8,9.4,12.0,0.0
0.07,0,0.08,0.86,114.0,9.5,12.0,0.0
0.07,0,0.08,0.86,115.2,9.6,12.0,0.0
0.07,0,0.08,0.86,116.4,9.7,12.000000000000002,0.0
0.07,0,0.08,0.86,117.6,9.8,11.999999999999998,0.0
0.07,0,0.08,0.86,118.8,9.9,12.0,0.0
0.07,0,0.08,0.86,120.0,10.0,12.0,0.0
0.07,0,0.08,0.88,1.2,0.1,11.999999999999998,0.0
0.07,0,0.08,0.88,2.4,0.2,11.999999999999998,0.0
0.07,0,0.08,0.88,3.6,0.3,12.0,0.0
0.07,0,0.08,0.88,4.8,0.4,11.999999999999998,0.0
0.07,0,0.08,0.88,6.0,0.5,12.0,0.0
0.07,0,0.08,0.88,7.2,0.6,12.0,0.0
0.07,0,0.08,0.88,8.4,0.7,12.000000000000002,0.0
0.07,0,0.08,0.88,9.6,0.8,11.999999999999998,0.0
0.07,0,0.08,0.88,10.8,0.9,12.0,0.0
0.07,0,0.08,0.88,12.0,1.0,12.0,0.0
0.07,0,0.08,0.88,13.2,1.1,11.999999999999998,0.0
0.07,0,0.08,0.88,14.4,1.2,12.0,0.0
0.07,0,0.08,0.88,15.6,1.3,12.0,0.0
0.07,0,0.08,0.88,16.8,1.4,12.000000000000002,0.0
0.07,0,0.08,0.88,18.0,1.5,12.0,0.0
0.07,0,0.08,0.88,19.2,1.6,11.999999999999998,0.0
0.07,0,0.08,0.88,20.4,1.7,12.0,0.0
0.07,0,0.08,0.88,21.6,1.8,12.0,0.0
0.07,0,0.08,0.88,22.8,1.9,12.000000000000002,0.0
0.07,0,0.08,0.88,24.0,2.0,12.0,0.0
0.07,0,0.08,0.88,25.2,2.1,12.0,0.0
0.07,0,0.08,0.88,26.4,2.2,11.999999999999998,0.0
0.07,0,0.08,0.88,27.6,2.3,12.000000000000002,0.0
0.07,0,0.08,0.88,28.8,2.4,12.0,0.0
0.07,0,0.08,0.88,30.0,2.5,12.0,0.0
0.07,0,0.08,0.88,31.2,2.6,12.0,0.0
0.07,0,0.08,0.88,32.4,2.7,11.999999999999998,0.0
0.07,0,0.08,0.88,33.6,2.8,12.000000000000002,0.0
0.07,0,0.08,0.88,34.8,2.9,12.0,0.0
0.07,0,0.08,0.88,36.0,3.0,12.0,0.0
0.07,0,0.08,0.88,37.2,3.1,12.0,0.0
0.07,0,0.08,0.88,38.4,3.2,11.999999999999998,0.0
0.07,0,0.08,0.88,39.6,3.3,12.000000000000002,0.0
0.07,0,0.08,0.88,40.8,3.4,12.0,0.0
0.07,0,0.08,0.88,42.0,3.5,12.0,0.0
0.07,0,0.08,0.88,43.2,3.6,12.0,0.0
0.07,0,0.08,0.88,44.4,3.7,11.999999999999998,0.0
0.07,0,0.08,0.88,45.6,3.8,12.000000000000002,0.0
0.07,0,0.08,0.88,46.8,3.9,12.0,0.0
0.07,0,0.08,0.88,48.0,4.0,12.0,0.0
0.07,0,0.08,0.88,49.2,4.1,12.000000000000002,0.0
0.07,0,0.08,0.88,50.4,4.2,12.0,0.0
0.07,0,0.08,0.88,51.6,4.3,12.0,0.0
0.07,0,0.08,0.88,52.8,4.4,11.999999999999998,0.0
0.07,0,0.08,0.88,54.0,4.5,12.0,0.0
0.07,0,0.08,0.88,55.2,4.6,12.000000000000002,0.0
0.07,0,0.08,0.88,56.4,4.7,12.0,0.0
0.07,0,0.08,0.88,57.6,4.8,12.0,0.0
0.07,0,0.08,0.88,58.8,4.9,11.999999999999998,0.0
0.07,0,0.08,0.88,60.0,5.0,12.0,0.0
0.07,0,0.08,0.88,61.2,5.1,12.000000000000002,0.0
0.07,0,0.08,0.88,62.4,5.2,12.0,0.0
0.07,0,0.08,0.88,63.6,5.3,12.0,0.0
0.07,0,0.08,0.88,64.8,5.4,11.999999999999998,0.0
0.07,0,0.08,0.88,66.0,5.5,12.0,0.0
0.07,0,0.08,0.88,67.2,5.6,12.000000000000002,0.0
0.07,0,0.08,0.88,68.4,5.7,12.0,0.0
0.07,0,0.08,0.88,69.6,5.8,12.0,0.0
0.07,0,0.08,0.88,70.8,5.9,11.999999999999998,0.0
0.07,0,0.08,0.88,72.0,6.0,12.0,0.0
0.07,0,0.08,0.88,73.2,6.1,12.000000000000002,0.0
0.07,0,0.08,0.88,74.4,6.2,12.0,0.0
0.07,0,0.08,0.88,75.6,6.3,12.0,0.0
0.07,0,0.08,0.88,76.8,6.4,11.999999999999998,0.0
0.07,0,0.08,0.88,78.0,6.5,12.0,0.0
0.07,0,0.08,0.88,79.2,6.6,12.000000000000002,0.0
0.07,0,0.08,0.88,80.4,6.7,12.0,0.0
0.07,0,0.08,0.88,81.6,6.8,12.0,0.0
0.07,0,0.08,0.88,82.8,6.9,11.999999999999998,0.0
0.07,0,0.08,0.88,84.0,7.0,12.0,0.0
0.07,0,0.08,0.88,85.2,7.1,12.000000000000002,0.0
0.07,0,0.08,0.88,86.4,7.2,12.0,0.0
0.07,0,0.08,0.88,87.6,7.3,12.0,0.0
0.07,0,0.08,0.88,88.8,7.4,11.999999999999998,0.0
0.07,0,0.08,0.88,90.0,7.5,12.0,0.0
0.07,0,0.08,0.88,91.2,7.6,12.000000000000002,0.0
0.07,0,0.08,0.88,92.4,7.7,12.0,0.0
0.07,0,0.08,0.88,93.6,7.8,12.0,0.0
0.07,0,0.08,0.88,94.8,7.9,11.999999999999998,0.0
0.07,0,0.08,0.88,96.0,8.0,12.0,0.0
0.07,0,0.08,0.88,97.2,8.1,12.0,0.0
0.07,0,0.08,0.88,98.4,8.2,12.000000000000002,0.0
0.07,0,0.08,0.88,99.6,8.3,11.999999999999998,0.0
0.07,0,0.08,0.88,100.8,8.4,12.0,0.0
0.07,0,0.08,0.88,102.0,8.5,12.0,0.0
0.07,0,0.08,0.88,103.2,8.6,12.0,0.0
0.07,0,0.08,0.88,104.4,8.7,12.000000000000002,0.0
0.07,0,0.08,0.88,105.6,8.8,11.999999999999998,0.0
0.07,0,0.08,0.88,106.8,8.9,12.0,0.0
0.07,0,0.08,0.88,108.0,9.0,12.0,0.0
0.07,0,0.08,0.88,109.2,9.1,12.0,0.0
0.07,0,0.08,0.88,110.4,9.2,12.000000000000002,0.0
0.07,0,0.08,0.88,111.6,9.3,11.999999999999998,0.0
0.07,0,0.08,0.88,112.8,9.4,12.0,0.0
0.07,0,0.08,0.88,114.0,9.5,12.0,0.0
0.07,0,0.08,0.88,115.2,9.6,12.0,0.0
0.07,0,0.08,0.88,116.4,9.7,12.000000000000002,0.0
0.07,0,0.08,0.88,117.6,9.8,11.999999999999998,0.0
0.07,0,0.08,0.88,118.8,9.9,12.0,0.0
0.07,0,0.08,0.88,120.0,10.0,12.0,0.0
0.07,0,0.08,0.9,1.1,0.1,11.0,0.0
0.07,0,0.08,0.9,2.2,0.2,11.0,0.0
0.07,0,0.08,0.9,3.3,0.3,11.0,0.0
0.07,0,0.08,0.9,4.4,0.4,11.0,0.0
0.07,0,0.08,0.9,5.5,0.5,11.0,0.0
0.07,0,0.08,0.9,6.6,0.6,11.0,0.0
0.07,0,0.08,0.9,7.7,0.7,11.000000000000002,0.0
0.07,0,0.08,0.9,8.8,0.8,11.0,0.0
0.07,0,0.08,0.9,9.9,0.9,11.0,0.0
0.07,0,0.08,0.9,11.0,1.0,11.0,0.0
0.07,0,0.08,0.9,12.1,1.1,10.999999999999998,0.0
0.07,0,0.08,0.9,13.2,1.2,11.0,0.0
0.07,0,0.08,0.9,14.3,1.3,11.0,0.0
0.07,0,0.08,0.9,15.4,1.4,11.000000000000002,0.0
0.07,0,0.08,0.9,16.5,1.5,11.0,0.0
0.07,0,0.08,0.9,17.6,1.6,11.0,0.0
0.07,0,0.08,0.9,18.7,1.7,11.0,0.0
0.07,0,0.08,0.9,19.8,1.8,11.0,0.0
0.07,0,0.08,0.9,20.9,1.9,11.0,0.0
0.07,0,0.08,0.9,22.0,2.0,11.0,0.0
0.07,0,0.08,0.9,23.1,2.1,11.0,0.0
0.07,0,0.08,0.9,24.2,2.2,10.999999999999998,0.0
0.07,0,0.08,0.9,25.3,2.3,11.000000000000002,0.0
0.07,0,0.08,0.9,26.4,2.4,11.0,0.0
0.07,0,0.08,0.9,27.5,2.5,11.0,0.0
0.07,0,0.08,0.9,28.6,2.6,11.0,0.0
0.07,0,0.08,0.9,29.7,2.7,10.999999999999998,0.0
0.07,0,0.08,0.9,30.8,2.8,11.000000000000002,0.0
0.07,0,0.08,0.9,31.9,2.9,11.0,0.0
0.07,0,0.08,0.9,33.0,3.0,11.0,0.0
0.07,0,0.08,0.9,34.1,3.1,11.0,0.0
0.07,0,0.08,0.9,35.2,3.2,11.0,0.0
0.07,0,0.08,0.9,36.3,3.3,11.0,0.0
0.07,0,0.08,0.9,37.4,3.4,11.0,0.0
0.07,0,0.08,0.9,38.5,3.5,11.0,0.0
0.07,0,0.08,0.9,39.6,3.6,11.0,0.0
0.07,0,0.08,0.9,40.7,3.7,11.0,0.0
0.07,0,0.08,0.9,41.8,3.8,11.0,0.0
0.07,0,0.08,0.9,42.9,3.9,11.0,0.0
0.07,0,0.08,0.9,44.0,4.0,11.0,0.0
0.07,0,0.08,0.9,45.1,4.1,11.000000000000002,0.0
0.07,0,0.08,0.9,46.2,4.2,11.0,0.0
0.07,0,0.08,0.9,47.3,4.3,11.0,0.0
0.07,0,0.08,0.9,48.4,4.4,10.999999999999998,0.0
0.07,0,0.08,0.9,49.5,4.5,11.0,0.0
0.07,0,0.08,0.9,50.6,4.6,11.000000000000002,0.0
0.07,0,0.08,0.9,51.7,4.7,11.0,0.0
0.07,0,0.08,0.9,52.8,4.8,11.0,0.0
0.07,0,0.08,0.9,53.9,4.9,10.999999999999998,0.0
0.07,0,0.08,0.9,55.0,5.0,11.0,0.0
0.07,0,0.08,0.9,56.1,5.1,11.000000000000002,0.0
0.07,0,0.08,0.9,57.2,5.2,11.0,0.0
0.07,0,0.08,0.9,58.3,5.3,11.0,0.0
0.07,0,0.08,0.9,59.4,5.4,10.999999999999998,0.0
0.07,0,0.08,0.9,60.5,5.5,11.0,0.0
0.07,0,0.08,0.9,61.6,5.6,11.000000000000002,0.0
0.07,0,0.08,0.9,62.7,5.7,11.0,0.0
0.07,0,0.08,0.9,63.8,5.8,11.0,0.0
0.07,0,0.08,0.9,64.9,5.9,11.0,0.0
0.07,0,0.08,0.9,66.0,6.0,11.0,0.0
0.07,0,0.08,0.9,67.1,6.1,11.0,0.0
0.07,0,0.08,0.9,68.2,6.2,11.0,0.0
0.07,0,0.08,0.9,69.3,6.3,11.0,0.0
0.07,0,0.08,0.9,70.4,6.4,11.0,0.0
0.07,0,0.08,0.9,71.5,6.5,11.0,0.0
0.07,0,0.08,0.9,72.6,6.6,11.0,0.0
0.07,0,0.08,0.9,73.7,6.7,11.0,0.0
0.07,0,0.08,0.9,74.8,6.8,11.0,0.0
0.07,0,0.08,0.9,75.9,6.9,11.0,0.0
0.07,0,0.08,0.9,77.0,7.0,11.0,0.0
0.07,0,0.08,0.9,78.1,7.1,11.0,0.0
0.07,0,0.08,0.9,79.2,7.2,11.0,0.0
0.07,0,0.08,0.9,80.3,7.3,11.0,0.0
0.07,0,0.08,0.9,81.4,7.4,11.0,0.0
